Title,Year,Rating,Budget,Revenue,Profit,Runtime,genres,production_companies,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Romance,Scifi,Thriller,War,pixaranimationstudios,warnerbros,paramountpictures,columbiapictures,metrogoldwynmayer,universalpictures,lucasfilm,waltdisneypictures,marvelstudios,dccomics
Arrival,2016,7.2,47000000,203388186,156388186,113,"Thriller,Drama,Scifi,Mystery","Paramount Pictures,21 Laps Entertainment,FilmNation Entertainment,Lava Bear Films",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Bad Moms,2016,6.3,20000000,183936074,163936074,100,Comedy,"STX Entertainment,Huayi Brothers Pictures,BillBlock Media",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BFG,2016,6,140000000,183345589,43345589,120,"Adventure,Family,Fantasy","Walt Disney Pictures,Amblin Entertainment,Reliance Entertainment,Kennedy/Marshall Company, The,Walden Media",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Storks,2016,6.7,70000000,182379278,112379278,87,"Adventure,Animation,Comedy,Family","Warner Bros. Animation,Warner Bros.,Warner Animation Group,RatPac-Dune Entertainment",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Allegiant,2016,5.9,110000000,179246868,69246868,121,"Adventure,Scifi","Summit Entertainment,Lionsgate,Mandeville Films,Red Wagon Entertainment",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hacksaw Ridge,2016,7.8,40000000,175302354,135302354,140,"Drama,History,War","Icon Productions,Permut Presentations,Pandemonium,Cross Creek Pictures,Vendian Entertainment,Demarest Media",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Girl on the Train,2016,6.2,45000000,173185859,128185859,112,"Crime,Drama,Mystery,Romance,Thriller","DreamWorks,Marc Platt Productions,Reliance Entertainment,Amblin Partners",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Huntsman: Winter's War,2016,6,115000000,164602163,49602163,114,"Action,Adventure,Drama","Universal Pictures,Perfect World Pictures,Roth Films",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Magnificent Seven,2016,5.9,90000000,162360636,72360636,132,"Adventure,Action,Western","Columbia Pictures,Village Roadshow Pictures,Escape Artists,Metro-Goldwyn-Mayer (MGM),LStar Capital,Pin High Productions",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jack Reacher: Never Go Back,2016,5.3,60000000,162146076,102146076,118,Action,"Paramount Pictures,Shanghai Film Group,TC Productions,Skydance Media,Huahua Media",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Don't Breathe,2016,6.7,9900000,157100845,147200845,88,"Crime,Horror,Thriller","Ghost House Pictures,Sony Pictures Releasing,Screen Gems,Stage 6 Films,Good Universe,Blind Man Productions",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Accountant,2016,6.9,44000000,155160045,111160045,128,"Crime,Thriller,Drama","Zero Gravity Management,Warner Bros.,Electric City Entertainment,RatPac-Dune Entertainment",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gods of Egypt,2016,5.2,140000000,150680864,10680864,127,Fantasy,"Summit Entertainment,Mystery Clock Cinema,Thunder Road Pictures,TIK Films,Pyramania",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lights Out,2016,6.3,4900000,148868835,143968835,81,"Horror,Thriller","New Line Productions,Matter Productions,Atomic Monster",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pete's Dragon,2016,6.2,65000000,143695338,78695338,102,"Adventure,Family,Fantasy","Walt Disney Pictures,Walt Disney Studios Motion Pictures",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sausage Party,2016,5.6,19000000,140705322,121705322,83,"Adventure,Animation,Comedy,Fantasy","Columbia Pictures,Sony Pictures Animation,Sony Pictures Entertainment,Annapurna Pictures,Point Grey Pictures,Nitrogen Studios Canada",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lion,2016,8,12000000,140302754,128302754,118,Drama,"The Weinstein Company,See-Saw Films,Screen Australia,Aquarius Films,Sunstar Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanic: Resurrection,2016,5.3,40000000,125729635,85729635,99,"Action,Crime,Thriller","Davis-Films,Lionsgate,Millennium Films,Chartoff-Winkler Productions,ME2 Productions,Hurwitz Creative",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ride Along 2,2016,6.1,40000000,124827316,84827316,102,"Action,Comedy","Universal Pictures,Cube Vision,Will Packer Productions,Reel Chefs Catering",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deepwater Horizon,2016,6.5,110000000,121790373,11790373,107,"Drama,Action","Di Bonaventura Pictures,Summit Entertainment,Participant Media,Closest to the Hole Productions,Leverage Entertainment,TIK Film",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allied,2016,6.6,85000000,119520023,34520023,124,"Action,Drama,War,Romance,Thriller","Paramount Pictures,GK Films,ImageMovers,Huahua Media",1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
The Shallows,2016,6.2,17000000,119100758,102100758,86,"Horror,Drama,Thriller","Columbia Pictures,Ombra Films,Weimaraner Republic Pictures",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Purge: Election Year,2016,6.1,10000000,118587880,108587880,105,"Action,Horror,Thriller","Universal Pictures,Why Not Productions,Platinum Dunes,Blumhouse Productions",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Why Him?,2016,6.3,38000000,118034273,80034273,111,Comedy,"Twentieth Century Fox Film Corporation,21 Laps Entertainment,Red Hour Films,TSG Entertainment",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Office Christmas Party,2016,5.4,45000000,114501299,69501299,105,Comedy,"Paramount Pictures,DreamWorks SKG,DreamWorks Pictures,Bluegrass Films",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
How to Be Single,2016,5.9,38000000,112343513,74343513,110,"Comedy,Romance","New Line Cinema,Flower Films,Metro-Goldwyn-Mayer Pictures",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The 5th Wave,2016,5.6,38000000,109906372,71906372,112,"Adventure,Scifi","Columbia Pictures,GK Films,Material Pictures,LStar Capital",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Neighbors 2: Sorority Rising,2016,5.6,35000000,108758521,73758521,91,Comedy,"Universal Pictures,Perfect World Pictures,Point Grey Pictures,Good Universe",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10 Cloverfield Lane,2016,6.8,15000000,108286421,93286421,103,"Thriller,Scifi,Drama","Paramount Pictures,Bad Robot,Spectrum Effects",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Dirty Grandpa,2016,5.7,11500000,94073028,82573028,102,Comedy,"Lionsgate,Josephson Entertainment,QED International,Ninjas Runnin' Wild Productions,Covert Media,BillBlock Media",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben-Hur,2016,5.3,100000000,94061311,-5938689,125,"Adventure,Drama,Action","Paramount Pictures,Metro-Goldwyn-Mayer (MGM),Sean Daniel Company,LightWorkers Media",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Money Monster,2016,6.5,27000000,93282604,66282604,98,Thriller,"TriStar Pictures,Sony Pictures Releasing,Smokehouse Pictures,LStar Capital,Allegiance Theater",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Big Fat Greek Wedding 2,2016,5.6,18000000,88923251,70923251,94,"Romance,Comedy,Family","Universal Pictures,Playtone,HBO Films,Gold Circle Films",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Collateral Beauty,2016,6.9,36000000,87416021,51416021,97,"Drama,Romance","New Line Cinema,Village Roadshow Pictures,Likely Story,Anonymous Content,Overbrook Entertainment,PalmStar Media",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
War Dogs,2016,6.8,40000000,86234523,46234523,114,"Comedy,Crime,Drama","The Mark Gordon Company,Green Hat Films,Warner Bros.,Joint Effort",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nerve,2016,7.1,19000000,85241496,66241496,96,"Mystery,Adventure,Crime","Lionsgate,Allison Shearmur Productions,Keep Your Head",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouija: Origin of Evil,2016,5.8,9000000,81705746,72705746,99,"Horror,Thriller","Universal Pictures,Platinum Dunes,Hasbro,Blumhouse Productions,Allspark Pictures",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Underworld: Blood Wars,2016,5.2,35000000,81093313,46093313,91,"Action,Fantasy,Horror","Lakeshore Entertainment,Screen Gems,Sketch Films",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boss,2016,5.5,29000000,78636257,49636257,91,Comedy,Universal Pictures,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mike and Dave Need Wedding Dates,2016,5.9,33000000,77068246,44068246,98,Comedy,"Twentieth Century Fox Film Corporation,Chernin Entertainment,TSG Entertainment",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shin Godzilla,2016,6.6,15000000,77000000,62000000,120,"Action,Adventure,Drama,Horror,Scifi","Cine Bazar,Toho Pictures",1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manchester by the Sea,2016,7.5,9000000,75026965,66026965,135,Drama,"Big Indie Pictures,Amazon Studios,Pearl Street Films,CMP Entertainment,K Period Media,B Story,The Affleck/Middleton Project",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracles from Heaven,2016,6.8,16000000,73883359,57883359,117,Drama,"TriStar Pictures,Sony Pictures Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubo and the Two Strings,2016,7.7,60000000,69929545,9929545,102,"Animation,Adventure,Family",Laika Entertainment,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 Hours: The Secret Soldiers of Benghazi,2016,7,50000000,69411370,19411370,144,"Action,Drama,History,Thriller,War","Paramount Pictures,3 Arts Entertainment,Bay Films,Latina Pictures,Dune Films",1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Moonlight,2016,7.3,4000000,65046687,61046687,111,Drama,"Plan B Entertainment,Upload Films,A24,Pastel",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Trucks,2016,6,125000000,64493915,-60506085,105,"Action,Comedy,Scifi","Paramount Pictures,Nickelodeon Movies,Disruption Entertainment,Paramount Animation",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fences,2016,6.7,24000000,64414761,40414761,139,Drama,"Paramount Pictures,Scott Rudin Productions,Bron Creative,MACRO",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Boy,2016,5.8,10000000,64188367,54188367,97,"Horror,Mystery,Thriller","Lakeshore Entertainment,Vertigo Entertainment,Diamond Films,Showtime Networks,STX Entertainment",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hail, Caesar!",2016,5.7,22000000,63647656,41647656,106,"Comedy,Drama,Mystery","Universal Pictures,Mike Zoss Productions,Working Title Films",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Nice Guys,2016,7,50000000,62788218,12788218,116,"Action,Comedy,Crime,Thriller","Silver Pictures,Warner Bros.,Waypoint Entertainment,Bloom,Nice Guys,Misty Mountains",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Skiptrace,2016,5.5,32000000,58500000,26500000,107,"Action,Comedy","InterTitle Films,Cider Mill Pictures,Dasym Enetertainment,JC Group International,Talent International Media,Talent International Film Cultural Company",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Lives,2016,5.5,30000000,57814445,27814445,87,"Fantasy,Comedy,Family","EuropaCorp,Fundamental Films",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoolander 2,2016,4.7,50000000,55969000,5969000,100,Comedy,"Scott Rudin Productions,Red Hour Films",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbershop: The Next Cut,2016,6.2,20000000,55030051,35030051,112,Comedy,"New Line Cinema,Cube Vision,MGM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Finest Hours,2016,6.3,80000000,52099090,-27900910,114,"Action,Drama,History,Thriller","Walt Disney Pictures,Whitaker Entertainment,Bergsten Music,Red Hawk Entertainment",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Patriots Day,2016,6.8,45000000,50548152,5548152,133,"Crime,Drama,Thriller","CBS Films,Closest to the Hole Productions,Leverage Entertainment,Bluegrass Films,TIK Films,Hutch Parker Entertainment",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Florence Foster Jenkins,2016,6.7,29000000,48902953,19902953,110,"Comedy,Drama","BBC Films,Qwerty Films,Pathթ",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mother's Day,2016,5.8,25000000,48418160,23418160,118,Comedy,"Open Road Films (II),Gulfstream Pictures,PalmStar Media,Capacity Pictures,May Day Movies,Rice Films,Triad Film Works,Beatnik Films",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Monster Calls,2016,6.8,43000000,46652768,3652768,108,"Drama,Fantasy","River Road Entertainment,Participant Media,Apaches Entertainment,La Trini",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie the Eagle,2016,7.2,23000000,46152411,23152411,106,"Comedy,Drama,History","Studio Babelsberg,Twentieth Century Fox Film Corporation,Marv Films,Saville Productions",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risen,2016,5.7,20000000,46069568,26069568,107,Action,"Columbia Pictures,Affirm Films,LD Entertainment,Patrick Aiello Productions",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blair Witch,2016,4.9,5000000,45172994,40172994,90,"Thriller,Horror","Vertigo Entertainment,Lionsgate,Room 101,Snoot Entertainment,Hurwitz Creative",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cafթ Society,2016,6.4,30000000,43763247,13763247,96,"Comedy,Drama,Romance","Gravier Productions,Perdido Productions",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Christmas,2016,5.4,17000000,42487325,25487325,111,"Comedy,Drama","Universal Pictures,Will Packer Productions",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Witch,2016,6.3,3500000,40423945,36923945,92,"Mystery,Horror","Parts and Labor,RT Features,Rooks Nest Entertainment,Maiden Voyage Pictures,Pulse Films,Scythia Films,Code Red Productions,Mott Street Pictures,Very Special Projects",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forest,2016,4.8,10000000,40055439,30055439,95,"Horror,Thriller","Lava Bear Films,AI-Film,Phantom Four Films",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hell or High Water,2016,7.2,12000000,37589296,25589296,102,"Crime,Drama,Thriller,Western","Sidney Kimmel Entertainment,Film 44,OddLot Entertainment",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snowden,2016,7,40000000,37279439,-2720561,134,"Drama,Thriller","Endgame Entertainment,Onda Entertainment,KrautPack Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Billy Lynn's Long Halftime Walk,2016,5.9,40000000,30930984,-9069016,113,"Drama,War","TriStar Pictures,Marc Platt Productions,Film4,The Ink Factory,Bona Film Group,TriStar Productions,studio 8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Keeping Up with the Joneses,2016,5.9,40000000,29918745,-10081255,105,"Action,Comedy","Fox 2000 Pictures,Parkes+MacDonald Image Nation",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nocturnal Animals,2016,7.2,22500000,29252978,6752978,116,"Drama,Thriller","Universal Pictures,Artina Films,Fade to Black Productions,Focus Features",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Masterminds,2016,5.6,25000000,29200000,4200000,94,"Action,Comedy,Crime","Broadway Video,Relativity Media,Surefire Entertainment Capital,Michaels-Goldwyn",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Light Between Oceans,2016,6.9,20000000,25956113,5956113,133,Drama,"DreamWorks SKG,Heyday Films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimsby,2016,5.7,35000000,25182929,-9817071,83,"Action,Comedy","Columbia Pictures,Village Roadshow Pictures,Big Talk Productions,Sony Pictures Releasing,Sony Pictures Entertainment (SPE),Working Title Films,Blue Sky Films,LStar Capital,Four by Two Films",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Free State of Jones,2016,6.6,50000000,25035950,-24964050,139,"War,Action,Drama,History,Thriller","Larger Than Life Productions,Vendian Entertainment,Route One Films",1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Race,2016,7,5000000,24804129,19804129,134,"Action,Drama","Forecast Pictures,Solofilms,JoBro Productions & Film Finance,Trinity Race",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Founder,2016,7,25000000,23964782,-1035218,115,"Drama,History","Weinstein Company, The,FilmNation Entertainment,Faliro House Productions,The Combine,Speedie Distribution",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silence,2016,7,46000000,23737523,-22262477,161,"Drama,History","CatchPlay,Waypoint Entertainment,Cappa Defina Productions,Sikelia Productions,FՍbrica de Cine,Emmett Furla Oasis Films (EFO Films),SharpSword Films",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiskey Tango Foxtrot,2016,6,35000000,23083334,-11916666,112,"War,Comedy","Paramount Pictures,Broadway Video,Little Stranger",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Live by Night,2016,6.2,108000000,22678555,-85321445,129,"Crime,Drama","Appian Way,Warner Bros.,Pearl Street Films",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fifty Shades of Black,2016,4.3,20000000,21164799,1164799,92,"Romance,Comedy",Open Road Films (II),0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Keanu,2016,6,15000000,20566327,5566327,94,"Action,Comedy",New Line Cinema,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Edge of Seventeen,2016,7.3,9000000,18803648,9803648,104,"Comedy,Drama","Gracie Films,STX Entertainment",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Choice,2016,6.7,10000000,18730891,8730891,111,"Drama,Romance","Lionsgate,Nicholas Sparks Productions",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Santa 2,2016,5,26000000,17782178,-8217822,87,"Comedy,Crime,Drama","Ingenious Media,Broad Green Pictures,Miramax",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norm of the North,2016,4.1,18000000,17062499,-937501,86,"Adventure,Animation,Comedy,Family","Lionsgate,Splash Entertainment,Telegael,Assemblage Entertainment",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pride and Prejudice and Zombies,2016,5.5,28000000,16374328,-11625672,108,"Romance,Horror,Comedy,Thriller","Lionsgate,Handsomecharlie Films,Cross Creek Pictures,Darko Entertainment,Panorama Media,QC Entertainment",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Birth of a Nation,2016,6.4,8500000,15861566,7361566,120,Drama,"Phantom Four,Mandalay Pictures,Bron Studios,Tiny Giant Entertainment",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Infiltrator,2016,6.6,25000000,15436808,-9563192,127,"Crime,Drama,Thriller",Good Films,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Criminal,2016,5.8,31500000,14708696,-16791304,113,Action,"Lionsgate,BenderSpink,Millennium Films,Fipex Holding,Campbell Grobman Films,Criminal Productions",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastille Day,2016,6,20000000,14397593,-5602407,92,Action,"StudioCanal,TF1 Films Production,Canal+,Vendome Pictures,Anonymous Content,Anton Capital Entertainment (ACE),Amazon Prime Instant Video",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love & Friendship,2016,6.4,3000000,14016568,11016568,94,"Comedy,Drama,Romance","Blinder Films,Chic Films,Amazon Studios,Westerly Films,Revolver Amsterdam",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackie,2016,6.5,9000000,13960394,4960394,100,Drama,"Fox Searchlight Pictures,Why Not Productions,Wild Bunch,Protozoa Pictures,Bliss Media,LD Entertainment,Fabula,Endemol Shine Studios,Jackie Productions (II)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sing Street,2016,8,4000000,13624522,9624522,106,"Romance,Drama,Music","Cosmo-Films,Likely Story,FilmNation Entertainment,Filmwave Pictures,PalmStar Media,Distressed Films",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shut In,2016,4.8,10000000,13082071,3082071,91,"Drama,Thriller","Canal+,EuropaCorp,Cinթ+,Lava Bear Films,Transfilm International",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triple 9,2016,5.6,20000000,12639297,-7360703,115,"Action,Thriller","Worldview Entertainment,Anonymous Content,MadRiver Pictures,Sierra Pictures,Surefire Capital",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Darkness,2016,4.5,4000000,10898293,6898293,92,"Horror,Thriller","Universal Pictures,Blumhouse Productions,Chapter One Films",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Queen of Katwe,2016,7.1,15000000,10367161,-4632839,124,Drama,"Walt Disney Pictures,Walt Disney Productions,ESPN films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Loving,2016,6.5,9000000,8996802,-3198,123,"Drama,Romance","Big Beach Films,Raindog Films",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratchet & Clank,2016,5.4,20000000,8821329,-11178671,94,"Action,Adventure,Animation,Family","Rainmaker Entertainment,Blockade Entertainment,Sony Computer Entertainment",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,2016,5.7,8000000,8810591,810591,92,"Horror,Scifi,Thriller","Twentieth Century-Fox,TSG Entertainment",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Lost City of Z,2016,6.1,30000000,8574339,-21425661,140,"Action,Adventure,Drama,History","Plan B Entertainment,Northern Ireland Screen,Sierra / Affinity,MICA Entertainment,MadRiver Pictures,Keep Your Head",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold,2016,6.6,20000000,7227038,-12772962,120,"Thriller,Adventure,Drama","Living Films,Hwy61,Black Bear Pictures,Boies / Schiller Film Group",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incarnate,2016,5.1,5000000,6341855,1341855,91,"Horror,Thriller","Blumhouse Productions,IM Global,WWE Studios",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Max Steel,2016,5.1,10000000,6272403,-3727597,92,"Action,Adventure,Scifi","Ingenious Media,Mattel Entertainment,Dolphin Entertainment",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Special,2016,6.2,18000000,6212282,-11787718,112,"Adventure,Drama,Scifi","Warner Bros.,Faliro House Productions,Tri-State Pictures",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bleed for This,2016,6.7,6000000,6174491,174491,116,Drama,"Younger Than You,Sikelia Productions,Verdi Productions,Bruce Cohen Productions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Fantastic,2016,7.9,5000000,5879736,879736,119,"Adventure,Comedy,Drama,Romance","Electric City Entertainment,ShivHans Pictures,Post Haste Digital",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
